filename,artist,title,songLength,upload_status,upload_time,box_file_id,lrc_box_file_id
LIVE - Turn My Head.m4a,LIVE,Turn My Head,237.29,uploaded,2024-11-12 12:10:23,1698403903093,1698401531736
Living Colour - Leave It Alone.m4a,Living Colour,Leave It Alone,208.69,uploaded,2024-11-12 12:10:53,1698399028759,1698397012117
Living Colour - Love Rears Its Ugly Head.m4a,Living Colour,Love Rears Its Ugly Head,259.47,uploaded,2024-11-12 12:11:23,1698400281139,1698397511214
Living Colour - Type.m4a,Living Colour,Type,386.47,uploaded,2024-11-12 12:11:58,1698398644062,1698400667626
Local H - All the Kids Are Right.m4a,Local H,All the Kids Are Right,227.97,uploaded,2024-11-12 12:12:26,1698396647723,1698403264522
Local H - Bound for the Floor.m4a,Local H,Bound for the Floor,222.96,uploaded,2024-11-12 12:12:54,1698404538298,1698403984105
Lou Reed - What's Good - The Thesis.m4a,Lou Reed,What's Good - The Thesis,202.07,uploaded,2024-11-12 12:13:38,1698403148537,1698399092576
Love Spit Love - Am I Wrong.m4a,Love Spit Love,Am I Wrong,214.17,uploaded,2024-11-12 12:14:08,1698400053243,1698398178639
Luscious Jackson - Naked Eye.m4a,Luscious Jackson,Naked Eye,280.69,uploaded,2024-11-12 12:14:37,1698401163696,1698399950199
Lynyrd Skynyrd - Good Lovin's Hard to Find (LP Version).m4a,Lynyrd Skynyrd,Good Lovin's Hard to Find (LP Version),234.0,uploaded,2024-11-12 12:15:08,1698396652766,1698407598816
Lynyrd Skynyrd - Keeping the Faith.m4a,Lynyrd Skynyrd,Keeping the Faith,316.84,uploaded,2024-11-12 12:15:38,1698401048441,1698404718874
Lynyrd Skynyrd - Smokestack Lightning.m4a,Lynyrd Skynyrd,Smokestack Lightning,267.4,uploaded,2024-11-12 12:16:07,1698404005570,1698398327274
Mad Season - River of Deceit.m4a,Mad Season,River of Deceit,302.62,uploaded,2024-11-12 12:16:39,1698408246957,1698398665527
Magnificent Bastards - Mockingbird Girl.m4a,Various Artists,Mockingbird Girl,210.76,uploaded,2024-11-12 12:17:07,1698402206164,1700834087107
Marcy Playground - Saint Joe On the School Bus.m4a,Marcy Playground,Saint Joe On the School Bus,200.16,uploaded,2024-11-12 12:17:22,1698405567618,1698402302333
Marcy Playground - Sex and Candy.m4a,Marcy Playground,Sex and Candy,173.56,uploaded,2024-11-12 12:17:49,1698404171671,1698406041292
Marilyn Manson - I Don't Like the Drugs (But the Drugs Like Me).m4a,Marilyn Manson,I Don't Like the Drugs (But the Drugs Like Me),303.47,uploaded,2024-11-12 12:18:20,1698408534785,1698399877877
Marilyn Manson - The Dope Show.m4a,Marilyn Manson,The Dope Show,226.73,uploaded,2024-11-12 12:18:50,1698404579192,1698400185225
Marvelous 3 - Freak of the Week.m4a,Marvelous 3,Freak of the Week,200.64,uploaded,2024-11-12 12:19:20,1698399685982,1698399549592
Masters of Reality - She Got Me (When She Got Her Dress On).m4a,Masters of Reality,She Got Me (When She Got Her Dress On),167.47,uploaded,2024-11-12 12:19:48,1698406216522,1698404994693
Matchbox Twenty - 3Am.m4a,Various Artists,3Am,224.91,uploaded,2024-11-12 12:20:17,1698407852719,1700836165835
Matchbox Twenty - Push.m4a,Matchbox Twenty,Push,238.83,uploaded,2024-11-12 12:20:42,1698400899953,1698402863381
Matchbox Twenty - Real World.m4a,Matchbox Twenty,Real World,231.94,uploaded,2024-11-12 12:21:19,1698407224158,1698404133449
Matthew Sweet - Girlfriend.m4a,Matthew Sweet,Girlfriend,220.0,uploaded,2024-11-12 12:21:52,1698407958861,1698408779258
Matthew Sweet - Sick of Myself.m4a,Matthew Sweet,Sick of Myself,218.56,uploaded,2024-11-12 12:22:21,1698402998181,1698401985585
Mazzy Star - Fade into You.m4a,Mazzy Star,Fade into You,295.6,uploaded,2024-11-12 12:22:53,1698408361926,1698403005079
McAuley Schenker Group - Anytime.m4a,McAuley Schenker Group,Anytime,343.46,uploaded,2024-11-12 12:23:23,1698403715407,pending
Meat Loaf - I'd Do Anything for Love (But I Won't Do That) [Single Edit].m4a,Meat Loaf,I'd Do Anything for Love (But I Won't Do That) [Single Edit],316.47,uploaded,2024-11-12 12:23:41,1698401907986,1698406737562
Meat Puppets - Backwater.m4a,Meat Puppets,Backwater,220.53,uploaded,2024-11-12 12:24:10,1698408673826,1698402155991
Megadeth - Crush 'Em.m4a,Megadeth,Crush 'Em,294.2,uploaded,2024-11-12 12:24:40,1698402867823,1698410941293
Melissa Etheridge - Ain't It Heavy.m4a,Melissa Etheridge,Ain't It Heavy,262.76,uploaded,2024-11-12 12:25:09,1698412734701,1698401742038
Melissa Etheridge - Come To My Window.m4a,Melissa Etheridge,Come To My Window,236.0,uploaded,2024-11-12 12:25:41,1698408443688,1698411774785
Melissa Etheridge - I'm the Only One.m4a,Melissa Etheridge,I'm the Only One,294.52,uploaded,2024-11-12 12:26:15,1698406510924,1698409936053
Melissa Etheridge - Your Little Secret.m4a,Melissa Etheridge,Your Little Secret,258.93,uploaded,2024-11-12 12:26:44,1698402997638,1698407975803
Meredith Brooks - Bitch.m4a,Meredith Brooks,Bitch,252.76,uploaded,2024-11-12 12:27:13,1698413860251,1698406688469
Metallica - Better Than You.m4a,Metallica,Better Than You,321.83,uploaded,2024-11-12 12:27:52,1698409846846,1698412479879
Metallica - Bleeding Me.m4a,Metallica,Bleeding Me,497.93,uploaded,2024-11-12 12:28:36,1698410895850,1698405940581
Metallica - Enter Sandman.m4a,Metallica,Enter Sandman,331.56,uploaded,2024-11-12 12:29:09,1698411085484,1698407912494
Metallica - Hero of the Day.m4a,Metallica,Hero of the Day,261.89,uploaded,2024-11-12 12:29:45,1698409209341,1698405970879
Metallica - King Nothing.m4a,Metallica,King Nothing,328.04,uploaded,2024-11-12 12:30:26,1698411018046,1698406369232
Metallica - Nothing Else Matters.m4a,Metallica,Nothing Else Matters,388.73,uploaded,2024-11-12 12:31:00,1698405482025,1698415726974
Metallica - Sad But True.m4a,Metallica,Sad But True,324.6,uploaded,2024-11-12 12:31:34,1698412703284,1698412411175
Metallica - The Memory Remains (feat. Marianne Faithfull).m4a,Metallica,The Memory Remains (feat. Marianne Faithfull),279.33,uploaded,2024-11-12 12:32:14,1698408776689,1698410322061
Metallica - The Unforgiven II.m4a,Metallica,The Unforgiven II,396.21,uploaded,2024-11-12 12:32:56,1698407266926,1698413826464
Metallica - The Unforgiven.m4a,Metallica,The Unforgiven,387.16,uploaded,2024-11-12 12:33:33,1698412616514,1698412811973
Metallica - Turn the Page.m4a,Metallica,Turn the Page,366.57,uploaded,2024-11-12 12:34:18,1698410914929,1698419104650
Metallica - Until It Sleeps.m4a,Metallica,Until It Sleeps,269.67,uploaded,2024-11-12 12:35:00,1698415866142,1698412388895
Metallica - Wherever I May Roam.m4a,Metallica,Wherever I May Roam,404.33,uploaded,2024-11-12 12:35:39,1698410111097,1698417373401
Metallica - Whiskey In the Jar.m4a,Metallica,Whiskey In the Jar,304.8,uploaded,2024-11-12 12:36:22,1698418666968,1698417978258
Michael Penn - No Myth.m4a,Michael Penn,No Myth,250.81,uploaded,2024-11-12 12:36:56,1698413447784,1698419870207
Mick Jagger - Don't Tear Me Up.m4a,Mick Jagger,Don't Tear Me Up,252.92,uploaded,2024-11-12 12:37:31,1698413992411,1698409982190
Mick Jagger - Wired All Night.m4a,Mick Jagger,Wired All Night,245.41,uploaded,2024-11-12 12:38:08,1698417426082,pending
Midnight Oil - Blue Sky Mine (2011 Remaster).m4a,Midnight Oil,Blue Sky Mine (2011 Remaster),255.6,uploaded,2024-11-12 12:38:29,1698421350825,1698420584552
Midnight Oil - Forgotten Years (2011 Remaster).m4a,Midnight Oil,Forgotten Years (2011 Remaster),256.57,uploaded,2024-11-12 12:39:03,1698409916757,1698413389448
Midnight Oil - Truganini.m4a,Midnight Oil,Truganini,311.43,uploaded,2024-11-12 12:39:37,1698415425371,1698421717768
Monster Magnet - Space Lord.m4a,Monster Magnet,Space Lord,355.97,uploaded,2024-11-12 12:40:12,1698420423768,1698417750279
"Morrissey - The More You Ignore Me, the Closer I Get.m4a",Morrissey,"The More You Ignore Me, the Closer I Get",223.69,uploaded,2024-11-12 12:40:45,1698416029320,1698416963221
Morrissey - Tomorrow (2014 - Remaster).m4a,Morrissey,Tomorrow (2014 - Remaster),257.28,uploaded,2024-11-12 12:41:19,1698412405538,1698413126232
Morrissey - We Hate It When Our Friends Become Successful (2014 - Remaster).m4a,Morrissey,We Hate It When Our Friends Become Successful (2014 - Remaster),148.63,uploaded,2024-11-12 12:41:51,1698419757197,1698420718872
Mötley Crüe - Don't Go Away Mad (Just Go Away).m4a,Mötley Crüe,Don't Go Away Mad (Just Go Away),279.87,uploaded,2024-11-12 12:42:26,1698416624418,1698420443001
Mötley Crüe - Home Sweet Home.m4a,Mötley Crüe,Home Sweet Home,240.93,uploaded,2024-11-12 12:42:59,1698415355558,1698409801523
Mötley Crüe - Slice Of Your Pie.m4a,Mötley Crüe,Slice Of Your Pie,271.49,uploaded,2024-11-12 12:43:32,1698419834197,1698415808436
Mötley Crüe - Without You.m4a,Mötley Crüe,Without You,268.85,uploaded,2024-11-12 12:44:06,1698417793545,1698423056911
Nada Surf - Popular.m4a,Nada Surf,Popular,228.04,uploaded,2024-11-12 12:44:39,1698424223586,1698419533367
Ned's Atomic Dustbin - Not Sleeping Around.m4a,Ned's Atomic Dustbin,Not Sleeping Around,192.76,uploaded,2024-11-12 12:45:12,1698419161785,pending
Neil Young - Mansion On the Hill.m4a,Neil Young & Crazy Horse,Mansion On the Hill,288.27,uploaded,2024-11-12 12:45:31,1698417469984,1700820275584
Neil Young - War of Man.m4a,Neil Young,War of Man,343.89,uploaded,2024-11-12 12:45:51,1698415084666,1698414382927
New Radicals - You Get What You Give.m4a,New Radicals,You Get What You Give,300.77,uploaded,2024-11-12 12:46:26,1698415125113,1698415868588
Nine Inch Nails - Hurt.m4a,Nine Inch Nails,Hurt,373.15,uploaded,2024-11-12 12:47:08,1698424957244,1698421523332
Nine Inch Nails - The Perfect Drug.m4a,Various Artists,The Perfect Drug,315.44,uploaded,2024-11-12 12:47:49,1698418528166,1700818522934
Nine Inch Nails - We're In This Together.m4a,Nine Inch Nails,We're In This Together,435.25,uploaded,2024-11-12 12:48:16,1698416591441,1698425639633
Nirvana - All Apologies.m4a,Nirvana,All Apologies,236.32,uploaded,2024-11-12 12:48:52,1698411903675,1698418573358
Nirvana - Aneurysm.m4a,Nirvana,Aneurysm,275.6,uploaded,2024-11-12 12:49:26,1698424343005,1698424982186
Nirvana - Come As You Are.m4a,Nirvana,Come As You Are,218.97,uploaded,2024-11-12 12:50:02,1698419190901,1698422774016
Nirvana - Heart-Shaped Box.m4a,Nirvana,Heart-Shaped Box,281.09000000000003,uploaded,2024-11-12 12:50:39,1698421430252,1698428164029
Nirvana - In Bloom.m4a,Nirvana,In Bloom,255.03,uploaded,2024-11-12 12:51:16,1698418751337,1698416973569
Nirvana - Lake of Fire (Live Acoustic).m4a,Nirvana,Lake of Fire (Live Acoustic),176.43,uploaded,2024-11-12 12:51:51,1698423532693,1698423031170
Nirvana - Lithium.m4a,Nirvana,Lithium,257.05,uploaded,2024-11-12 12:52:27,1698421605014,1698429381578
Nirvana - Smells Like Teen Spirit.m4a,Nirvana,Smells Like Teen Spirit,301.1,uploaded,2024-11-12 12:53:07,1698422253294,1698427705638
Nirvana - The Man Who Sold the World (Live Acoustic).m4a,Nirvana,The Man Who Sold the World (Live Acoustic),260.83,uploaded,2024-11-12 12:53:43,1698419506965,1698427914833
No Doubt - Excuse Me Mr..m4a,No Doubt,Excuse Me Mr.,186.07,uploaded,2024-11-12 12:54:55,1698421803970,1698428804968
No Doubt - New.m4a,No Doubt,New,266.96,uploaded,2024-11-12 12:55:29,1698430513363,1698423820347
No Doubt - Spiderwebs.m4a,No Doubt,Spiderwebs,268.59,uploaded,2024-11-12 12:56:07,1698422538883,1698422032384
Oasis - D'You Know What I Mean.m4a,Oasis,D'You Know What I Mean?,462.49,uploaded,2024-11-12 12:57:24,1698428804501,1700833892495
Oasis - Don't Go Away (Remastered).m4a,Oasis,Don't Go Away (Remastered),288.67,uploaded,2024-11-12 12:57:49,1698430463785,1698424714923
Oasis - Live Forever (Remastered).m4a,Oasis,Live Forever (Remastered),276.67,uploaded,2024-11-12 12:58:25,1698430228264,1698427787996
Oasis - Wonderwall.m4a,Oasis,Wonderwall,258.91,uploaded,2024-11-12 12:58:59,1698430827629,1698424974558
Ohio Players - Love Rollercoaster.m4a,Ohio Players,Love Rollercoaster,290.16,uploaded,2024-11-12 12:59:34,1698431521870,1698432517677
Oleander - Why I'm Here.m4a,Oleander,Why I'm Here,238.09,uploaded,2024-11-12 13:00:09,1698432131479,1698424295335
Orgy - Blue Monday.m4a,Orgy,Blue Monday,267.0,uploaded,2024-11-12 13:00:44,1698432345141,1698426614072
Orgy - Stitches.m4a,Orgy,Stitches,198.56,uploaded,2024-11-12 13:01:19,1698428438175,1698434020679
Our Lady Peace - Clumsy.m4a,Our Lady Peace,Clumsy,267.96,uploaded,2024-11-12 13:01:56,1698425473979,1698434457569
Our Lady Peace - Starseed.m4a,Our Lady Peace,Starseed,244.04,uploaded,2024-11-12 13:02:32,1698432695446,1698424398480
Our Lady Peace - Superman's Dead.m4a,Our Lady Peace,Superman's Dead,255.4,uploaded,2024-11-12 13:03:10,1698434408826,1698434737978
Ozzy Osbourne - Changes (Live).m4a,Ozzy Osbourne,Changes (Live),312.0,uploaded,2024-11-12 13:03:45,1698433089450,1698433436831
"Ozzy Osbourne - Mama, I'm Coming Home.m4a",Ozzy Osbourne,"Mama, I'm Coming Home",251.87,uploaded,2024-11-12 13:04:33,1698434348593,1698434744475
Ozzy Osbourne - No More Tears.m4a,Ozzy Osbourne,No More Tears,444.98,uploaded,2024-11-12 13:05:30,1698425648880,1698430789420
Ozzy Osbourne - Perry Mason.m4a,Ozzy Osbourne,Perry Mason,353.8,uploaded,2024-11-12 13:06:24,1698435462672,1698430271990
Ozzy Osbourne - Road to Nowhere.m4a,Ozzy Osbourne,Road to Nowhere,313.06,uploaded,2024-11-12 13:07:14,1698430547744,1698430180064
Ozzy Osbourne - See You On the Other Side.m4a,Ozzy Osbourne,See You On the Other Side,370.43,uploaded,2024-11-12 13:08:09,1698431773500,1698427938505
Ozzy Osbourne - Time After Time.m4a,Ozzy Osbourne,Time After Time,260.27,uploaded,2024-11-12 13:08:57,1698428690244,1698431955755
Pat Benatar - Everybody Lay Down.m4a,Pat Benatar,Everybody Lay Down,260.27,uploaded,2024-11-12 13:09:40,1698434032229,1698435661861
Paul Rodgers - The Hunter (Live).m4a,Paul Rodgers,The Hunter (Live),398.0,uploaded,2024-11-12 13:10:26,1698437790637,pending
Paula Cole - Where Have All the Cowboys Gone (Album Version).m4a,Paula Cole,Where Have All the Cowboys Gone? (Album Version),263.65,uploaded,2024-11-12 13:10:48,1698429066077,1700834608729
Pearl Jam - Alive.m4a,Pearl Jam,Alive,340.91,uploaded,2024-11-12 13:11:15,1698436546844,1698435670982
Pearl Jam - Better Man.m4a,Pearl Jam,Better Man,268.59,uploaded,2024-11-12 13:11:57,1698438018026,1698440586449
Pearl Jam - Black.m4a,Pearl Jam,Black,342.65,uploaded,2024-11-12 13:12:44,1698439710964,1698438931111
Pearl Jam - Corduroy.m4a,Pearl Jam,Corduroy,277.6,uploaded,2024-11-12 13:13:28,1698439240486,1698438872842
Pearl Jam - Crazy Mary (Remastered).m4a,Pearl Jam,Crazy Mary (Remastered),337.3,uploaded,2024-11-12 13:14:11,1698430746861,1698432208021
Pearl Jam - Daughter (Remastered).m4a,Pearl Jam,Daughter (Remastered),235.14,uploaded,2024-11-12 13:14:54,1698439381642,1698430591017
Pearl Jam - Dissident (Remastered).m4a,Pearl Jam,Dissident (Remastered),214.99,uploaded,2024-11-12 13:15:36,1698434065912,1698430960220
Pearl Jam - Elderly Woman Behind the Counter In a Small Town (Live).m4a,Pearl Jam,Elderly Woman Behind the Counter In a Small Town (Live),206.87,uploaded,2024-11-12 13:16:23,1698440649085,1698442635728
Pearl Jam - Elderly Woman Behind the Counter in a Small Town (Remastered).m4a,Pearl Jam,Elderly Woman Behind the Counter in a Small Town (Remastered),196.2,uploaded,2024-11-12 13:17:05,1698430177725,1698441553518
Pearl Jam - Even Flow.m4a,Pearl Jam,Even Flow,292.58,uploaded,2024-11-12 13:17:49,1698433451415,1698442943170
Pearl Jam - Given to Fly.m4a,Pearl Jam,Given to Fly,240.91,uploaded,2024-11-12 13:18:32,1698439612599,1698432280384
Pearl Jam - Go (Remastered).m4a,Pearl Jam,Go (Remastered),192.59,uploaded,2024-11-12 13:19:13,1698442472718,1698433547577
"Pearl Jam - Hail, Hail.m4a",Pearl Jam,"Hail, Hail",221.16,uploaded,2024-11-12 13:19:55,1698440819703,1698443300939
Pearl Jam - I Got Id.m4a,Pearl Jam,I Got Id,291.8,uploaded,2024-11-12 13:20:35,1698445631295,1698444124411
Pearl Jam - Immortality.m4a,Pearl Jam,Immortality,328.71,uploaded,2024-11-12 13:21:20,1698443898862,1698443498229
Pearl Jam - In Hiding.m4a,Pearl Jam,In Hiding,299.71,uploaded,2024-11-12 13:22:04,1698443798094,1698442593395
Pearl Jam - Jeremy.m4a,Pearl Jam,Jeremy,318.23,uploaded,2024-11-12 13:22:51,1698442247716,1698441537061
Pearl Jam - Last Kiss.m4a,Pearl Jam,Last Kiss,195.47,uploaded,2024-11-12 13:23:31,1698445744740,1698438885051
Pearl Jam - Not for You.m4a,Pearl Jam,Not for You,352.59000000000003,uploaded,2024-11-12 13:24:16,1698441314387,1698434584072
Pearl Jam - Who You Are.m4a,Pearl Jam,Who You Are,230.12,uploaded,2024-11-12 13:24:58,1698443677880,1698443538226
Pearl Jam - Wishlist.m4a,Pearl Jam,Wishlist,206.58,uploaded,2024-11-12 13:25:40,1698440197396,1698443025510
Pearl Jam - Yellow Ledbetter.m4a,Pearl Jam,Yellow Ledbetter,303.59,uploaded,2024-11-12 13:26:20,1698445183191,1698444644648
Peter Frampton - Day In the Sun.m4a,Peter Frampton,Day In the Sun,266.47,uploaded,2024-11-12 13:27:04,1698440502300,1698440451612
Peter Gabriel - Digging In the Dirt.m4a,Peter Gabriel,Digging In the Dirt,318.01,uploaded,2024-11-12 13:27:54,1698444112102,1698446804406
Peter Gabriel - Steam.m4a,Peter Gabriel,Steam,363.09,uploaded,2024-11-12 13:28:46,1698447059154,1698443168742
Peter Murphy - Cuts You Up.m4a,Peter Murphy,Cuts You Up,327.13,uploaded,2024-11-12 13:29:27,1698441318155,1698445131656
Peter Wolf - 99 Worlds.m4a,Peter Wolf,99 Worlds,216.11,uploaded,2024-11-12 13:30:07,1698438357179,pending
Pink Floyd - High Hopes.m4a,Pink Floyd,High Hopes,511.01,uploaded,2024-11-12 13:31:04,1698450814969,1698447162426
Pink Floyd - Keep Talking.m4a,Pink Floyd,Keep Talking,370.67,uploaded,2024-11-12 13:32:09,1698446365560,1698443483001
Pink Floyd - Take It Back.m4a,Pink Floyd,Take It Back,372.4,uploaded,2024-11-12 13:33:16,1698446684960,1698442576087
Pink Floyd - What Do You Want from Me.m4a,Pink Floyd,What Do You Want from Me,261.48,uploaded,2024-11-12 13:34:13,1698446788660,1698449480713
PJ Harvey - A Perfect Day Elise.m4a,PJ Harvey,A Perfect Day Elise,186.11,uploaded,2024-11-12 13:34:52,1698450747936,1698453018472
PJ Harvey - Down by the Water.m4a,PJ Harvey,Down by the Water,194.51,uploaded,2024-11-12 13:35:34,1698448496842,1698447867986
Placebo - Pure Morning.m4a,Placebo,Pure Morning,254.76,uploaded,2024-11-12 13:36:16,1698450082843,1698446046358
Poe - Angry Johnny.m4a,Poe,Angry Johnny,258.4,uploaded,2024-11-12 13:36:57,1698445040600,1698444728873
Poe - Hello.m4a,Poe,Hello,271.68,uploaded,2024-11-12 13:37:38,1698440958284,1698442530186
Poison - Something to Believe In.m4a,Poison,Something to Believe In,328.36,uploaded,2024-11-12 13:38:19,1698447153386,1698453644597
Poison - Unskinny Bop.m4a,Poison,Unskinny Bop,228.07,uploaded,2024-11-12 13:39:00,1698450071176,1698443478421
Porno for Pyros - Pets.m4a,Porno for Pyros,Pets,216.73,uploaded,2024-11-12 13:39:40,1698450582260,1698449696494
Porno for Pyros - Tahitian Moon.m4a,Porno for Pyros,Tahitian Moon,227.16,uploaded,2024-11-12 13:40:21,1698450875407,1698445391167
Powerman 5000 - When Worlds Collide.m4a,Powerman 5000,When Worlds Collide,177.96,uploaded,2024-11-12 13:41:01,1698455231671,1698451132045
Pretenders - Never Do That.m4a,Pretenders,Never Do That,199.8,uploaded,2024-11-12 13:41:42,1698450404902,1698444290383
Pretenders - Night In My Veins.m4a,Pretenders,Night In My Veins,196.13,uploaded,2024-11-12 13:42:25,1698451372056,1698451863807
Pride & Glory - Losin' Your Mind.m4a,Pride & Glory,Losin' Your Mind,327.83,uploaded,2024-11-12 13:43:13,1698448199058,pending
Primitive Radio Gods - Standing Outside a Broken Phone Booth With Money In My Hand.m4a,Primitive Radio Gods,Standing Outside a Broken Phone Booth With Money In My Hand,336.8,uploaded,2024-11-12 13:43:42,1698445919416,1698452466326
Primus - Wynona's Big Brown Beaver.m4a,Primus,Wynona's Big Brown Beaver,264.0,uploaded,2024-11-12 13:44:29,1698445804215,1698456774050
Queen - Bohemian Rhapsody.m4a,Queen,Bohemian Rhapsody,354.32,uploaded,2024-11-12 13:45:18,1698453964436,1698454028747
Queen - Headlong.m4a,Queen,Headlong,278.27,uploaded,2024-11-12 13:46:06,1698456100351,1698452065503
Queensrÿche - Another Rainy Night (Without You).m4a,Queensrÿche,Another Rainy Night (Without You),269.37,uploaded,2024-11-12 13:46:52,1698446286027,1698448808708
Queensrÿche - Anybody Listening.m4a,Queensrÿche,Anybody Listening?,478.36,uploaded,2024-11-12 13:47:41,1698452266855,1700819514073
Queensrÿche - Jet City Woman.m4a,Queensrÿche,Jet City Woman,321.57,uploaded,2024-11-12 13:48:07,1698451149241,1698461579526
Queensrÿche - Real World.m4a,Queensrÿche,Real World,263.57,uploaded,2024-11-12 13:48:53,1698458258101,1698457417545
Queensrÿche - Silent Lucidity.m4a,Queensrÿche,Silent Lucidity,345.83,uploaded,2024-11-12 13:49:40,1698453482260,1698456364339
R.E.M. - Bang and Blame.m4a,R.E.M.,Bang and Blame,327.51,uploaded,2024-11-12 13:50:26,1698455164697,1698453670855
R.E.M. - Bittersweet Me.m4a,R.E.M.,Bittersweet Me,245.27,uploaded,2024-11-12 13:51:12,1698453796104,1698457338759
R.E.M. - Daysleeper.m4a,R.E.M.,Daysleeper,219.6,uploaded,2024-11-12 13:51:59,1698460520602,1698455226921
R.E.M. - Drive.m4a,R.E.M.,Drive,271.37,uploaded,2024-11-12 13:52:48,1698462922867,1698461406508
R.E.M. - E-Bow The Letter (Remastered).m4a,R.E.M.,E-Bow The Letter (Remastered),324.44,uploaded,2024-11-12 13:53:43,1698450417570,1698451383762
R.E.M. - Ignoreland.m4a,R.E.M.,Ignoreland,267.45,uploaded,2024-11-12 13:54:32,1698459447936,1698461706871
R.E.M. - Losing My Religion.m4a,R.E.M.,Losing My Religion,268.43,uploaded,2024-11-12 13:55:22,1698458430637,1698461303784
R.E.M. - Man On the Moon.m4a,R.E.M.,Man On the Moon,313.73,uploaded,2024-11-12 13:56:12,1698455903751,1698462952166
R.E.M. - Shiny Happy People.m4a,R.E.M.,Shiny Happy People,225.79,uploaded,2024-11-12 13:57:00,1698457698985,1698458442576
R.E.M. - Star 69 (Remastered).m4a,R.E.M.,Star 69 (Remastered),188.57,uploaded,2024-11-12 13:57:53,1698465328596,1698462102183
R.E.M. - Strange Currencies.m4a,R.E.M.,Strange Currencies,232.31,uploaded,2024-11-12 13:58:39,1698459812960,1698462371824
R.E.M. - Texarkana.m4a,R.E.M.,Texarkana,219.56,uploaded,2024-11-12 13:59:27,1698464308384,1698462364754
R.E.M. - The Great Beyond.m4a,R.E.M.,The Great Beyond,306.51,uploaded,2024-11-12 14:00:18,1698461850654,1698464860167
"R.E.M. - What’s the Frequency, Kenneth.m4a",R.E.M.,"What’s the Frequency, Kenneth?",240.31,uploaded,2024-11-12 14:01:05,1698459854026,1700835182271
Radiohead - Creep.m4a,Radiohead,Creep,238.64,uploaded,2024-11-12 14:01:31,1698457545125,1698467430416
Radiohead - Fake Plastic Trees.m4a,Radiohead,Fake Plastic Trees,290.71,uploaded,2024-11-12 14:02:19,1698461095050,1698467190164
Radiohead - High and Dry.m4a,Radiohead,High and Dry,257.48,uploaded,2024-11-12 14:03:06,1698462179636,1698460302468
Radiohead - Karma Police.m4a,Radiohead,Karma Police,264.07,uploaded,2024-11-12 14:03:53,1698461274226,1698462654043
Rage Against the Machine - Bulls On Parade.m4a,Rage Against the Machine,Bulls On Parade,229.47,uploaded,2024-11-12 14:04:40,1698466112720,1698460326852
Rage Against the Machine - Guerrilla Radio.m4a,Rage Against the Machine,Guerrilla Radio,206.2,uploaded,2024-11-12 14:05:27,1698462793263,1698458872779
Rage Against the Machine - No Shelter.m4a,Various Artists,No Shelter,243.76,uploaded,2024-11-12 14:06:14,1698461934741,1700819541023
Rammstein - Du hast.m4a,Rammstein,Du hast,234.23,uploaded,2024-11-12 14:06:39,1698467439769,1698460977042
Rancid - Ruby Soho.m4a,Rancid,Ruby Soho,157.59,uploaded,2024-11-12 14:07:27,1698461917662,1698462241879
Rancid - Time Bomb.m4a,Rancid,Time Bomb,144.59,uploaded,2024-11-12 14:08:14,1698470728799,1698464035070
Red Hot Chili Peppers - Aeroplane.m4a,Red Hot Chili Peppers,Aeroplane,284.61,uploaded,2024-11-12 14:09:12,1698472422604,1698461872586
Red Hot Chili Peppers - Around the World.m4a,Various Artists,Around the World,238.73,uploaded,2024-11-12 14:09:59,1698466720492,pending
Red Hot Chili Peppers - Breaking the Girl.m4a,Red Hot Chili Peppers,Breaking the Girl,294.69,uploaded,2024-11-12 14:10:36,1698464425609,1698471615930
Red Hot Chili Peppers - Give It Away.m4a,Red Hot Chili Peppers,Give It Away,282.67,uploaded,2024-11-12 14:11:34,1698459807900,1698474119020
Red Hot Chili Peppers - My Friends.m4a,Red Hot Chili Peppers,My Friends,243.03,uploaded,2024-11-12 14:12:31,1698471575095,1698464536386
Red Hot Chili Peppers - Scar Tissue.m4a,Red Hot Chili Peppers,Scar Tissue,217.36,uploaded,2024-11-12 14:13:25,1698462779330,1698468107764
Red Hot Chili Peppers - Soul to Squeeze.m4a,Red Hot Chili Peppers,Soul to Squeeze,290.4,uploaded,2024-11-12 14:14:23,1698463526108,1698464214706
Red Hot Chili Peppers - Under the Bridge.m4a,Red Hot Chili Peppers,Under the Bridge,264.21,uploaded,2024-11-12 14:15:19,1698472471182,1698474865386
Red Hot Chili Peppers - Warped.m4a,Red Hot Chili Peppers,Warped,304.72,uploaded,2024-11-12 14:16:18,1698468097275,1698464135330
Reel Big Fish - Sell Out.m4a,Reel Big Fish,Sell Out,227.17,uploaded,2024-11-12 14:17:09,1698475307579,1698469077352
Refreshments - Banditos.m4a,Refreshments,Banditos,257.2,uploaded,2024-11-12 14:17:56,1698465692904,1698467413497
Republica - Ready to Go.m4a,Republica,Ready to Go,301.93,uploaded,2024-11-12 14:18:45,1698477770202,1698473442694
Rob Zombie - Dragula.m4a,Rob Zombie,Dragula,222.83,uploaded,2024-11-12 14:19:36,1698470601145,1698476215183
Rob Zombie - Living Dead Girl.m4a,Rob Zombie,Living Dead Girl,201.4,uploaded,2024-11-12 14:20:25,1698477702604,1698466742316
Robert Plant - 29 Palms.m4a,Robert Plant,29 Palms,291.91,uploaded,2024-11-12 14:21:13,1698467367680,1698471050011
