file_name,file_id,song_length,process_time,start_offset,cut_length,n_cuts,dbo_file_id,drums_file_id,vocals_file_id,bass_file_id,other_file_id,cut1_dbo_id,cut1_other_id,cut2_dbo_id,cut2_other_id,cut3_dbo_id,cut3_other_id,cut_time1,cut_time2,cut_time3
Dire Straits - The Bug.m4a,1698323187663,256.6,2024-12-02 16:56:13,30,10,3,1710361055673,1710359869671,1710366626076,1710354080597,1710362473481,1713452761218,1713455965758,1713452733461,1713457413186,1713451928728,1713452169561,110,174,188
Dishwalla - Counting Blue Cars.m4a,1698354702813,291.91,2024-12-02 16:56:17,30,10,3,1710362228632,1710362735365,1710365015701,1710360930945,1710361905381,1713459169493,1713458733315,1713457518886,1713456764547,1713452024904,1713459856581,49,134,277
Dog's Eye View - Everything Falls Apart.m4a,1698350951451,234.13,2024-12-02 16:56:21,30,10,3,1710357664243,1710363871082,1710363870248,1710363474129,1710360499000,1713452992464,1713458929873,1713455756722,1713457678981,1713451900419,1713459693369,32,73,218
Don Henley - How Bad Do You Want It.m4a,1698335720864,227.45,2024-12-02 16:56:25,30,10,3,1710359392203,1710363260584,1710356485327,1710362382480,1710359096629,1713453440695,1713453453028,1713460055495,1713459719589,1713458111739,1713452569709,59,66,187
Don Henley - The Heart of the Matter.m4a,1698334107720,321.03,2024-12-02 16:56:30,30,10,3,1710364816382,1710366081399,1710360043165,1710367679270,1710361166269,1713457497504,1713459062362,1713455356686,1713459206252,1713459220652,1713458120794,93,207,225
Dream Theater - Pull Me Under.m4a,1698355175231,493.93,2024-12-02 16:56:34,30,10,3,1710369085874,1710362610733,1710365263004,1710360251231,1710369829229,1713458005390,1713459381587,1713457839808,1713458266925,1713457883958,1713452296020,275,327,391
Drivin N Cryin - Turn It Up or Turn It Off.m4a,1698319904724,488.91,2024-12-02 16:56:39,30,10,3,1710370216162,1710363099830,1710363959063,1710365718207,1710370162883,1713453484772,1713455500545,1713460574027,1713460002851,1713452896619,1713453412666,82,117,141
Eagle-Eye Cherry - Save Tonight.m4a,1698355460469,239.23,2024-12-02 16:56:43,30,10,3,1710363687926,1710366011405,1710368137892,1710367674568,1710363294285,1713453702490,1713453846671,1713457362595,1713460197311,1713457161291,1713456050322,154,184,218
Eddie Money - Heaven in the Back Seat.m4a,1698335661524,243.23,2024-12-02 16:56:47,30,10,3,1710365442756,1710366405513,1710371859901,1710361662898,1710364048182,1713459978785,1713452795988,1713456707827,1713460539878,1713459987987,1713460739642,43,86,189
Eddie Money - She Takes My Breath Away (Live Acoustic).m4a,1698348897594,227.64,2024-12-02 16:56:52,30,10,3,1710373348340,1710364667739,1710359682428,1710375018706,1710368389494,1713460835430,1713456220307,1713456232138,1713460784704,1713458775974,1713454026546,52,55,81
Edwyn Collins - A Girl Like You.m4a,1698313869395,236.58,2024-12-02 16:56:56,30,10,3,1710365879745,1710376510847,1710365178978,1710375124056,1710366654268,1713459762673,1713457271013,1713458883989,1713453282159,1713453515065,1713454139290,103,124,188
Eels - Novocaine For the Soul.m4a,1698348949684,188.69,2024-12-02 16:57:00,30,10,3,1710367943783,1710370436816,1710364600311,1710366145234,1710368098964,1713457191733,1713455718129,1713460744032,1713453467819,1713453543881,1713460158137,70,169,172
Elastica - Connection.m4a,1698354560703,140.48,2024-12-02 16:57:05,30,10,3,1710366620797,1710363174902,1710367636586,1710368079878,1710362401985,1713458390304,1713460916565,1713458541015,1713459217782,1713455421037,1713457818244,39,60,115
Elastica - Stutter.m4a,1698316163849,142.2,2024-12-02 16:57:09,30,10,3,1710366058822,1710376624038,1710371366324,1710365058603,1710370911851,1713456760307,1713453930846,1713458131060,1713461426380,1713454510855,1713460950327,53,76,112
Elvis Costello - The Other Side of Summer.m4a,1698313203827,236.03,2024-12-02 16:57:14,30,10,3,1710366234879,1710373833391,1710369810216,1710364995829,1710370031252,1713459165217,1713461401292,1713455483452,1713456500648,1713460869543,1713461397565,118,120,152
Eminem - My Name Is.m4a,1698311728149,268.4,2024-12-02 16:57:18,30,10,3,1710364420342,1710368802828,1710370883127,1710372419203,1710363786917,1713456961283,1713457069437,1713460782013,1713459234780,1713457940921,1713456243729,43,127,157
Eric Clapton - Bad Love.m4a,1698347982046,308.75,2024-12-02 16:57:23,30,10,3,1710378249531,1710368300401,1710367724553,1710369172508,1710376878786,1713454418082,1713455406068,1713454423066,1713454723009,1713461965472,1713457514302,83,279,295
Eric Clapton - Before You Accuse Me.m4a,1698311432607,238.6,2024-12-02 16:57:27,30,10,3,1710378784116,1710364703147,1710372591945,1710375472364,1710373210940,1713461886509,1713458193433,1713454706372,1713461809652,1713457514191,1713461749841,47,64,197
Eric Clapton - Help Me Up.m4a,1698355544676,351.81,2024-12-02 16:57:32,30,10,3,1710369686145,1710371023061,1710372032965,1710374690257,1710369356418,1713459368568,1713454614882,1713460868473,1713458159897,1713458934449,1713457413392,50,140,156
Eric Clapton - I'm Tore Down.m4a,1698353025375,182.6,2024-12-02 16:57:38,30,10,3,1710374480415,1710370014110,1710377738068,1710371180468,1710371661270,1713454549931,1713461166898,1713457885902,1713462112419,1713461217479,1713461824435,115,163,163
Eric Clapton - Layla (Acoustic Live).m4a,1698349230229,289.03,2024-12-02 16:57:42,30,10,3,1710380140038,1710378239668,1710365929480,1710371243626,1710365154849,1713459688616,1713461531059,1713459227614,1713462436018,1713462349287,1713454226079,105,240,254
Eric Clapton - No Alibis.m4a,1698312604149,338.84000000000003,2024-12-02 16:57:47,30,10,3,1710377315338,1710376326637,1710371653234,1710371732434,1710367196747,1713457766389,1713460100560,1713459798400,1713459650358,1713455133224,1713459916177,142,226,245
Eric Clapton - Stone Free.m4a,1698357543629,286.43,2024-12-02 16:58:16,30,10,3,1710370734087,1710377536256,1710372323731,1710373545153,1710376571850,1713462657246,1713457551641,1713459918323,1713462301488,1713457909982,1713459392507,105,147,232
Eric Clapton - Tears In Heaven.m4a,1698348051856,271.76,2024-12-02 16:58:20,30,10,3,1710381927657,1710373609438,1710372574801,1710375275378,1710372039753,1713460626428,1713457844483,1713456306873,1713456949578,1713461588951,1713462416852,82,93,169
Eve 6 - Inside Out.m4a,1698328186839,219.47,2024-12-02 16:58:25,30,10,3,1710374409023,1710385604532,1710377089616,1710373516363,1710377396546,1713458106195,1713459882587,1713459657342,1713460062009,1713460292601,1713462138164,60,119,158
Eve 6 - Leech.m4a,1698338564864,238.6,2024-12-02 16:58:30,30,10,3,1710375378137,1710382382003,1710382187136,1710380833829,1710375586937,1713462575965,1713461819057,1713459695249,1713459940242,1713456419884,1713459790871,110,115,149
Everclear - Everything To Everyone.m4a,1698352979512,200.27,2024-12-02 16:58:34,30,10,3,1710381920466,1710378790931,1710378241250,1710377660909,1710377690101,1713461754575,1713457768209,1713460355200,1713455010728,1713461545873,1713458924533,92,149,153
Everclear - Father of Mine.m4a,1698317647033,231.4,2024-12-02 16:58:39,30,10,3,1710374421112,1710387107739,1710371049076,1710375380460,1710373818326,1713460707685,1713462731183,1713459982871,1713459013847,1713460828068,1713458807902,159,201,221
Everclear - Heartspark Dollarsign.m4a,1698338816533,172.17000000000002,2024-12-02 16:58:43,30,10,3,1710379792070,1710378602367,1710374434956,1710378904520,1710377430044,1713460746374,1713463167834,1713458718876,1713456135646,1713463345972,1713460621390,43,49,75
Everclear - I Will Buy You a New Life.m4a,1698358391391,238.13,2024-12-02 16:58:47,30,10,3,1710381219712,1710381116496,1710371821272,1710374550588,1710379576377,1713462071832,1713460827797,1713463705928,1713456445780,1713462052787,1713456976473,36,46,123
Everclear - Santa Monica (Watch the World Die) [Live].m4a,1698330280604,318.13,2024-12-02 16:58:52,30,10,3,1710383833721,1710388384101,1710376142159,1710388967554,1710373269095,1713456769316,1713460386615,1713460643506,1713459772450,1713456784069,1713460959861,168,217,304
Everlast - Ends.m4a,1698356996772,264.29,2024-12-02 16:58:57,30,10,3,1710378059423,1710383420502,1710388933980,1710378078474,1710372944810,1713461106495,1713461814106,1713462894019,1713463170771,1713463597472,1713462902169,88,100,189
Everlast - What It's Like.m4a,1698356955637,303.13,2024-12-02 16:59:01,30,10,3,1710384190945,1710376840432,1710380060739,1710377932391,1710392562759,1713463494445,1713460242183,1713459496457,1713458708968,1713463076808,1713460803614,107,111,287
Everything - Hooch.m4a,1698330321158,219.84,2024-12-02 16:59:06,30,10,3,1710380775884,1710383156496,1710390102909,1710379446652,1710383358580,1713460458738,1713460948758,1713460122336,1713463612409,1713455630026,1713459403102,33,46,88
EXTREME - Hole Hearted.m4a,1698357338146,219.29,2024-12-02 16:59:10,30,10,3,1710379341153,1710381095034,1710376036045,1710382298043,1710393779852,1713458937151,1713463400781,1713462781457,1713461245240,1713463825645,1713456841680,85,126,178
EXTREME - Rest In Peace.m4a,1698323495790,361.77,2024-12-02 16:59:15,30,10,3,1710391686792,1710379562084,1710387342598,1710378128890,1710392015412,1713464111098,1713460803611,1713458217567,1713462066034,1713462512937,1713460799212,36,161,256
Faith No More - Epic.m4a,1698347319618,293.65,2024-12-02 16:59:20,30,10,3,1710387333245,1710383603819,1710384392448,1710378889696,1710381914322,1713463036010,1713464747346,1713463170387,1713459244004,1713463810984,1713463374062,113,143,195
Faith No More - Midlife Crisis.m4a,1698358630832,259.87,2024-12-02 16:59:25,30,10,3,1710381290378,1710380413241,1710377293374,1710381908648,1710382806165,1713461358290,1713462846514,1713461720789,1713462995069,1713460694273,1713458864450,63,165,233
Fastball - Fire Escape.m4a,1698335022654,201.13,2024-12-02 16:59:29,30,10,3,1710389101570,1710395598299,1710392692509,1710396117133,1710395519536,1713458994999,1713461041249,1713464649092,1713458987186,1713457576698,1713463667812,54,84,167
Fastball - The Way.m4a,1698358554079,257.09,2024-12-02 16:59:33,30,10,3,1710386149270,1710394302679,1710393932800,1710378482027,1710386324424,1713464843488,1713461821240,1713460012411,1713461855091,1713460079101,1713464231329,54,110,134
Fatboy Slim - Praise You.m4a,1698360027979,323.24,2024-12-02 16:59:38,30,10,3,1710380411869,1710387721774,1710386985336,1710396798426,1710390059508,1713462793933,1713463203613,1713465099804,1713459654404,1713465085526,1713461560215,31,50,196
Feeder - High.m4a,1698327691155,273.28,2024-12-02 16:59:42,30,10,3,1710380800479,1710385840284,1710381402945,1710395027816,1710382009466,1713461327951,1713463729605,1713457715380,1713465272455,1713465227450,1713457917014,62,180,223
"Filter - Hey Man, Nice Shot (Remastered Version).m4a",1698340395788,314.44,2024-12-02 16:59:47,30,10,3,1710381421465,1710398111723,1710396313766,1710382947863,1710399366092,1713461183931,1713465030906,1713460047922,1713462162617,1713459592341,1713463352566,41,124,261
Filter - Take a Picture.m4a,1698353180675,363.8,2024-12-02 16:59:51,30,10,3,1710399724770,1710387131988,1710383535863,1710384441052,1710387805670,1713464480756,1713461996618,1713464205095,1713464114114,1713463640733,1713461917470,91,245,290
Filter - Welcome to the Fold.m4a,1698354848562,460.4,2024-12-02 16:59:56,30,10,3,1710384143626,1710399657505,1710387395541,1710399899879,1710387105368,1713460660520,1713459728630,1713459277329,1713464894082,1713461615637,1713465016048,145,148,325
Fiona Apple - Criminal.m4a,1698361610195,341.53,2024-12-02 17:00:01,30,10,3,1710401691956,1710393848755,1710387655124,1710383034751,1710391222829,1713465510526,1713465268506,1713463691832,1713464298914,1713459248816,1713459458367,91,228,250
Fiona Apple - Fast As You Can.m4a,1698361490297,278.27,2024-12-02 17:00:05,30,10,3,1710400108626,1710401776036,1710384001894,1710388218698,1710384462680,1713462187158,1713461391702,1713464535809,1713463463148,1713463970004,1713463960601,74,134,239
Foo Fighters - Big Me.m4a,1698360494053,132.84,2024-12-02 17:00:10,30,10,3,1710389886222,1710385590236,1710384832090,1710401272596,1710384186731,1713462964058,1713460466389,1713464355859,1713459899799,1713464831288,1713458310761,65,88,93
Foo Fighters - Everlong.m4a,1698352408662,250.55,2024-12-02 17:00:14,30,10,3,1710391439477,1710393419707,1710391046258,1710391871143,1710403684409,1713461123736,1713462623506,1713465135741,1713466231057,1713464691662,1713465539482,54,67,178
Foo Fighters - I'll Stick Around.m4a,1698361213877,232.53,2024-12-02 17:00:19,30,10,3,1710394770190,1710388424968,1710402471869,1710403342964,1710392350946,1713463989159,1713464085000,1713465925526,1713462964144,1713465052600,1713462206304,82,191,217
Foo Fighters - Learn to Fly.m4a,1698342359264,235.29,2024-12-02 17:00:24,30,10,3,1710391292571,1710389228641,1710398766419,1710404169580,1710395300770,1713466215710,1713462752971,1713465131571,1713466477871,1713465642985,1713466322010,86,98,100
Foo Fighters - Monkey Wrench.m4a,1698344795927,231.48,2024-12-02 17:00:29,30,10,3,1710404423690,1710403455885,1710403701133,1710404673111,1710389135062,1713462815875,1713458528607,1713465555996,1713463431968,1713463134456,1713466307607,36,42,166
Foo Fighters - My Hero.m4a,1698330380463,260.03,2024-12-02 17:00:33,30,10,3,1710401720768,1710395667905,1710393047736,1710388391063,1710391863621,1713464936923,1713464966221,1713461809333,1713463568982,1713461190766,1713460725270,88,115,248
Foo Fighters - This Is a Call.m4a,1698356097185,233.36,2024-12-02 17:00:37,30,10,3,1710395582325,1710390758203,1710406449440,1710406864786,1710393870301,1713461841074,1713460711124,1713462714071,1713461781257,1713465968487,1713462309039,65,154,172
Foo Fighters - Walking After You.m4a,1698360551710,303.81,2024-12-02 17:00:42,30,10,3,1710406984096,1710406900604,1710407303731,1710402656971,1710407608292,1713460264363,1713463350549,1713466209306,1713463086754,1713466775857,1713466931041,88,119,281
Foreigner - Lowdown and Dirty.m4a,1698353504650,261.97,2024-12-02 17:01:12,30,10,3,1710405824923,1710406317213,1710406374623,1710390837461,1710396733787,1713465834932,1713461632591,1713465582695,1713464517378,1713461692611,1713465222676,100,205,233
Foreigner - Soul Doctor.m4a,1698361982277,291.37,2024-12-02 17:01:17,30,10,3,1710391567007,1710387829578,1710403348758,1710408870536,1710398881555,1713459873094,1713467166712,1713461854996,1713463504747,1713463465787,1713460138860,71,87,189
Fuel - Bittersweet.m4a,1698353690375,232.07,2024-12-02 17:01:21,30,10,3,1710391921611,1710408244020,1710407411009,1710403232414,1710407101664,1713462318442,1713461833670,1713464851187,1713463809199,1713465234804,1713462265266,61,75,164
Fuel - Shimmer.m4a,1698361057702,214.07,2024-12-02 17:01:26,30,10,3,1710407098834,1710395518896,1710397429352,1710394900411,1710403667993,1713466264035,1713466444020,1713467269780,1713463875818,1713465752462,1713464769325,94,118,155
Fury In the Slaughterhouse - Every Generation Got Its Own Disease.m4a,1698353991748,327.87,2024-12-02 17:01:32,30,10,3,1710407569493,1710396707736,1710396092962,1710405791371,1710410142843,1713467374868,1713463316860,1713466816506,1713462524967,1713464392266,1713463715070,83,209,232
Garbage - #1 Crush (Nellee Hooper Mix).m4a,1698334614894,290.51,2024-12-02 17:01:37,30,10,3,1710409359737,1710399738290,1710411616426,1710394178207,1710408428733,1713463293504,1713465908452,1713462419858,1713461545586,1713463348704,1713463698886,152,234,240
Garbage - I Think I'm Paranoid.m4a,1698356541031,217.33,2024-12-02 17:01:41,30,10,3,1710409643441,1710408203832,1710411745495,1710409886169,1710409288714,1713465272473,1713460369778,1713462805829,1713466285608,1713464305354,1713466858887,52,90,158
Garbage - Only Happy When It Rains.m4a,1698357374393,236.53,2024-12-02 17:01:46,30,10,3,1710408670927,1710412616546,1710393620965,1710409691778,1710410391924,1713468070860,1713466283430,1713465493936,1713466174852,1713466695692,1713465416473,51,148,214
Garbage - Push It.m4a,1698352242694,242.53,2024-12-02 17:01:50,30,10,3,1710400650429,1710413039380,1710401171439,1710391705951,1710412291040,1713461889486,1713461920320,1713462059204,1713465196332,1713464334014,1713462798112,75,173,221
Garbage - Queer.m4a,1698342623607,276.49,2024-12-02 17:01:55,30,10,3,1710397480568,1710412175496,1710411460022,1710398550831,1710396853898,1713466609608,1713464759344,1713463842837,1713463297874,1713466909622,1713466490183,60,108,112
Garbage - Special.m4a,1698344154224,223.6,2024-12-02 17:01:59,30,10,3,1710402278003,1710397283409,1710414191450,1710411813076,1710413289243,1713463778050,1713465442847,1713467795450,1713468649561,1713465846808,1713466895511,32,104,150
Garbage - Stupid Girl.m4a,1698363205757,258.53,2024-12-02 17:02:04,30,10,3,1710408323742,1710401053229,1710412009374,1710412503705,1710413478696,1713467985450,1713468255668,1713463036702,1713466852436,1713462383541,1713463842716,60,62,211
Gary Hoey - Hocus Pocus.m4a,1698366524439,235.0,2024-12-02 17:02:08,30,10,3,1710402726057,1710415035978,1710415160926,1710413535832,1710412274004,1713465489436,1713465262806,1713462678029,1713465097418,1713467212780,1713465160186,64,140,215
Gary Hoey - Low Rider.m4a,1698363630113,260.68,2024-12-02 17:02:12,30,10,3,1710415132786,1710398286416,1710413927711,1710415472695,1710401672557,1713463931707,1713467396672,1713465040198,1713467622087,1713464943808,1713464392437,75,93,147
Gary Moore - Cold Day In Hell.m4a,1698358222986,267.56,2024-12-02 17:02:17,30,10,3,1710414769581,1710401432470,1710415725279,1710412977470,1710403127033,1713466396623,1713467327084,1713464416704,1713466569479,1713468184479,1713466526163,85,182,238
Gary Moore - Still Got the Blues.m4a,1698362847774,370.87,2024-12-02 17:02:22,30,10,3,1710414253959,1710414522269,1710414383825,1710414683069,1710413298299,1713462939945,1713463398626,1713468707063,1713467039127,1713464908012,1713464943732,341,343,347
Gene Loves Jezebel - Jealous.m4a,1698365752516,211.09,2024-12-02 17:02:26,30,10,3,1710399399939,1710418026116,1710417815523,1710405357473,1710402164424,1713463393735,1713462902324,1713467269252,1713466046314,1713467660728,1713467756845,57,195,197
Genesis - I Can't Dance.m4a,1698367362347,239.61,2024-12-02 17:02:30,30,10,3,1710415960780,1710413692114,1710401545396,1710414841493,1710405243783,1713463814120,1713466074106,1713468123996,1713464752704,1713463887740,1713466902293,129,223,225
Genesis - No Son of Mine.m4a,1698356325274,399.11,2024-12-02 17:02:35,30,10,3,1710415199826,1710403698936,1710405834868,1710419059007,1710405927805,1713468431572,1713467570181,1713463874203,1713465978708,1713468841353,1713468747804,68,217,385
George Thorogood & The Destroyers - Get a Haircut.m4a,1698356123920,252.47,2024-12-02 17:02:39,30,10,3,1710420071161,1710418254772,1710417711859,1710417083240,1710415146085,1713467238878,1713465717017,1713466871314,1713465894009,1713468998032,1713465418932,70,133,232
George Thorogood & The Destroyers - If You Don't Start Drinkin' (I'm Gonna Leave).m4a,1698347845758,253.0,2024-12-02 17:02:44,30,10,3,1710413673342,1710416149985,1710417717478,1710420194354,1710417728669,1713467830905,1713465679026,1713465364392,1713465750208,1713466024794,1713463374609,63,163,206
Gin Blossoms - Follow You Down (Single Edit).m4a,1698359001031,227.71,2024-12-02 17:02:48,30,10,3,1710407209387,1710417406970,1710420215492,1710405659013,1710418117376,1713465114336,1713467329655,1713466057390,1713464998870,1713469172946,1713464252701,66,139,162
Gin Blossoms - Found Out About You.m4a,1698366829618,233.4,2024-12-02 17:02:53,30,10,3,1710421143716,1710414135973,1710420685384,1710408810708,1710420748619,1713468719304,1713467680691,1713467900419,1713465195721,1713464253589,1713466189999,35,115,187
Gin Blossoms - Hey Jealousy.m4a,1698358328659,235.43,2024-12-02 17:02:57,30,10,3,1710419387245,1710416660464,1710416493154,1710417143366,1710418370102,1713469420250,1713469516620,1713469881112,1713468585580,1713468957440,1713467787720,47,86,143
Gin Blossoms - Til I Hear It From You.m4a,1698365989483,232.47,2024-12-02 17:03:02,30,10,3,1710420971764,1710419288434,1710407658029,1710421146964,1710415549397,1713468978985,1713468127142,1713466671968,1713464358322,1713469019785,1713467007755,86,126,174
"Glenn Frey - Part of Me, Part of You.m4a",1698361173112,358.0,2024-12-02 17:03:06,30,10,3,1710420923682,1710418091258,1710422797462,1710409444056,1710409686639,1713467570098,1713465943151,1713467598514,1713468752495,1713465834595,1713470051978,45,92,96
Godsmack - Keep Away.m4a,1698367389006,290.07,2024-12-02 17:03:11,30,10,3,1710406964962,1710422734937,1710419315953,1710420568243,1710419985298,1713465793939,1713465776736,1713466100475,1713466528386,1713465114157,1713467965807,71,83,204
Godsmack - Whatever.m4a,1698365236127,206.2,2024-12-02 17:03:16,30,10,3,1710411205390,1710419838925,1710421230813,1710429913229,1710419442085,1713469124629,1713469427336,1713470797920,1713470493107,1713467519854,1713466619398,64,168,187
Goldfinger - Here In Your Bedroom.m4a,1698368754442,190.8,2024-12-02 17:03:20,30,10,3,1710421540064,1710420693298,1710424506723,1710429630766,1710424311862,1713470002953,1713467756447,1713468935772,1713465128540,1713466664713,1713466858997,72,151,165
Great White - Call It Rock N' Roll.m4a,1698366134339,236.56,2024-12-02 17:03:25,30,10,3,1710419581600,1710422092040,1710423286822,1710424734060,1710424259551,1713470727862,1713465839897,1713464888935,1713467879987,1713465868697,1713468177432,37,161,216
Great White - House of Broken Love.m4a,1698368235957,358.43,2024-12-02 17:03:30,30,10,3,1710424051040,1710431318136,1710425366298,1710425651450,1710423875653,1713466213536,1713467697012,1713467317638,1713467413206,1713470037172,1713470798157,146,171,291
Great White - Sail Away.m4a,1698361519199,284.89,2024-12-02 17:03:34,30,10,3,1710418624101,1710423645197,1710430160816,1710410413302,1710425838298,1713467457157,1713466111131,1713470763830,1713470495884,1713466950780,1713470682712,35,97,170
Green Day - Basket Case.m4a,1698351548450,182.92,2024-12-02 17:03:38,30,10,3,1710413434968,1710432016591,1710412417435,1710413758990,1710431519381,1713469801709,1713466587671,1713469439222,1713469477434,1713469489434,1713470596090,38,90,97
Green Day - Brain StewJaded (BBC Live Session).m4a,1698349328864,274.2,2024-12-02 17:03:42,30,10,3,1710425115981,1710426738810,1710425695188,1710423529493,1710420604699,1713467265339,1713468978928,1713468999720,1713471282334,1713469460678,1713469382202,204,219,247
Green Day - Geek Stink Breath.m4a,1698368547726,135.8,2024-12-02 17:04:14,30,10,3,1710427261451,1710426661956,1710427256595,1710414071316,1710425634455,1713471505448,1713468916404,1713470022298,1713469876786,1713467205475,1713468918963,72,98,125
Green Day - Good Riddance (Time of Your Life).m4a,1698369429432,153.47,2024-12-02 17:04:19,30,10,3,1710414013405,1710414875249,1710420838932,1710427497092,1710424527904,1713470584126,1713470140197,1713471431365,1713466840415,1713468098255,1713469060223,37,90,123
Green Day - Hitchin' a Ride.m4a,1698361477293,171.65,2024-12-02 17:04:24,30,10,3,1710426373432,1710434197874,1710421353017,1710433343632,1710424782072,1713470806826,1713468116828,1713465853826,1713471023051,1713468251836,1713468586844,72,156,157
Green Day - J.A.R. (Jason Andrew Relva).m4a,1698365404397,171.12,2024-12-02 17:04:28,30,10,3,1710423313812,1710424455727,1710428867145,1710429049993,1710427250145,1713470890946,1713469400462,1713467890968,1713468997213,1713465976520,1713468524525,105,109,153
Green Day - Longview.m4a,1698347781465,238.71,2024-12-02 17:04:33,30,10,3,1710422502468,1710435263447,1710433955989,1710428754908,1710429280391,1713472079520,1713469965400,1713467855268,1713466131901,1713470944372,1713470466877,55,72,140
Green Day - Redundant.m4a,1698360395366,197.61,2024-12-02 17:04:37,30,10,3,1710416149489,1710426289504,1710428692109,1710428500052,1710426911403,1713468090181,1713467603951,1713470605222,1713470258269,1713471301956,1713470421404,33,35,128
Green Day - She.m4a,1698374459551,133.91,2024-12-02 17:04:41,30,10,3,1710422610501,1710426186537,1710429364755,1710423957342,1710417675790,1713471585498,1713472706286,1713469430278,1713469456502,1713468623466,1713468160062,59,73,87
Green Day - Welcome to Paradise.m4a,1698362781547,224.13,2024-12-02 17:04:46,30,10,3,1710428629262,1710427643403,1710427869396,1710426470387,1710430417241,1713468018904,1713469118123,1713467116121,1713470552845,1713469684219,1713469556855,55,133,203
Green Day - When I Come Around.m4a,1698371581631,177.77,2024-12-02 17:04:50,30,10,3,1710427136717,1710437241229,1710430694313,1710430787094,1710418115586,1713467344429,1713467998932,1713472626404,1713467910754,1713466758702,1713466254083,35,79,165
Guns N' Roses - Ain't It Fun.m4a,1698370339110,305.8,2024-12-02 17:04:55,30,10,3,1710426082847,1710437948958,1710418818443,1710431512288,1710431512244,1713471661495,1713472816767,1713468558847,1713471891615,1713469099114,1713472318860,41,204,236
Guns N' Roses - Civil War (2022 Remaster).m4a,1698369738474,460.23,2024-12-02 17:05:00,30,10,3,1710432066791,1710419192705,1710418998666,1710439365140,1710431182892,1713470231323,1713471448284,1713469948207,1713470548203,1713469738937,1713471808213,103,252,345
Guns N' Roses - Civil War.m4a,1698362697509,462.09,2024-12-02 17:05:05,30,10,3,1710431788018,1710428567479,1710439681357,1710431219511,1710431349383,1713468088403,1713471392665,1713467222057,1713467224167,1713468630208,1713466818029,211,289,420
Guns N' Roses - Don't Cry (Original) [2022 Remaster].m4a,1698372594893,284.16,2024-12-02 17:05:10,30,10,3,1710433911822,1710431858300,1710430062387,1710430723114,1710436069707,1713470406327,1713472151972,1713467596162,1713471524694,1713469804428,1713471340443,197,226,226
Guns N' Roses - Hair Of The Dog.m4a,1698375062088,234.91,2024-12-02 17:05:15,30,10,3,1710431293803,1710430806113,1710433859520,1710434385077,1710438546196,1713472455697,1713471447618,1713469144793,1713471467309,1713469127382,1713469903054,51,170,194
Guns N' Roses - Knockin' On Heaven's Door (2022 Remaster).m4a,1698372340191,335.16,2024-12-02 17:05:20,30,10,3,1710440082048,1710433590536,1710434763894,1710434166824,1710442240186,1713469967628,1713471854209,1713472789894,1713473875011,1713469460838,1713471571186,100,173,318
Guns N' Roses - November Rain.m4a,1698373199027,536.07,2024-12-02 17:05:24,30,10,3,1710428812793,1710432151070,1710433335776,1710442856829,1710434205236,1713472650474,1713471537512,1713473908591,1713471335609,1713469084445,1713474112364,349,353,415
Guns N' Roses - Sympathy for the Devil.m4a,1698376098133,455.56,2024-12-02 17:05:29,30,10,3,1710443860403,1710435615834,1710436023804,1710442096411,1710434663085,1713470800563,1713471787186,1713471423695,1713471687776,1713468810233,1713470577423,167,395,440
Guns N' Roses - Yesterdays.m4a,1698373458127,196.23,2024-12-02 17:05:33,30,10,3,1710433148560,1710431118849,1710445467768,1710432652000,1710436143895,1713471976048,1713469257376,1713470942291,1713473713586,1713469206516,1713472912074,80,110,149
Guns N' Roses - You Could Be Mine (2022 Remaster).m4a,1698352134078,343.03,2024-12-02 17:05:38,30,10,3,1710433269154,1710436988684,1710437509448,1710436084581,1710437199753,1713470696914,1713470278847,1713471222105,1713472406079,1713470838224,1713469271826,67,154,258
Harvey Danger - Flagpole Sitta.m4a,1698371852968,217.27,2024-12-02 17:05:42,30,10,3,1710435940359,1710436261485,1710432243614,1710444618639,1710436137378,1713468966107,1713473330157,1713471654452,1713473614860,1713468858740,1713469928554,99,110,152
Heart - Black On Black II.m4a,1698362915920,231.29,2024-12-02 17:05:46,30,10,3,1710439021928,1710444380483,1710437186082,1710434296675,1710437790073,1713468891670,1713469587973,1713473197201,1713471526905,1713469952568,1713472065077,92,150,155
Heart - Wild Child.m4a,1698353214197,270.13,2024-12-02 17:05:51,30,10,3,1710437795769,1710440843471,1710438165440,1710438215290,1710435364166,1713468517387,1713469902145,1713469852386,1713473941597,1713469542825,1713472727528,205,215,249
Hole - Awful.m4a,1698351913428,196.0,2024-12-02 17:05:56,30,10,3,1710439386911,1710439598207,1710436484789,1710438436013,1710438138220,1713471163001,1713469770780,1713469456012,1713470212447,1713472727098,1713469938170,38,56,157
Hole - Celebrity Skin.m4a,1698374310431,162.67000000000002,2024-12-02 17:06:01,30,10,3,1710440575098,1710439367577,1710433398545,1710435810736,1710439407764,1713470978252,1713471011778,1713474925333,1713475322057,1713472379635,1713473263061,35,80,125
Hole - Doll Parts.m4a,1698364086148,211.96,2024-12-02 17:06:06,30,10,3,1710439033556,1710437858365,1710440227188,1710448038740,1710445595381,1713473296484,1713470067973,1713473922361,1713471968787,1713469501643,1713469540174,144,158,188
